"0.136"	"0.169"	"3633.667"	"0.132"	"0.161"	"3634.0"	"0.136"	"0.169"	"3633.667"	"0.132"	"0.161"	"3634.0"	"0.123"	"0.138"	"3633.667"	"0.124"	"0.135"	"3634.0"
"0.94"	"0.006"	"3633.667"	"0.918"	"0.015"	"3634.0"	"0.94"	"0.006"	"3633.667"	"0.918"	"0.015"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.953"	"0.012"	"3633.667"	"0.937"	"0.013"	"3634.0"	"0.953"	"0.012"	"3633.667"	"0.937"	"0.013"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.964"	"0.006"	"3633.667"	"0.943"	"0.01"	"3634.0"	"0.964"	"0.006"	"3633.667"	"0.943"	"0.01"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.972"	"0.006"	"3633.667"	"0.949"	"0.012"	"3634.0"	"0.972"	"0.006"	"3633.667"	"0.949"	"0.012"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.974"	"0.008"	"3633.667"	"0.947"	"0.016"	"3634.0"	"0.974"	"0.008"	"3633.667"	"0.947"	"0.016"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.979"	"0.007"	"3633.667"	"0.953"	"0.014"	"3634.0"	"0.964"	"0.013"	"3633.667"	"0.964"	"0.008"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.98"	"0.011"	"3633.667"	"0.948"	"0.02"	"3634.0"	"0.969"	"0.009"	"3633.667"	"0.972"	"0.007"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.983"	"0.009"	"3633.667"	"0.953"	"0.018"	"3634.0"	"0.974"	"0.009"	"3633.667"	"0.976"	"0.004"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.989"	"0.003"	"3633.667"	"0.959"	"0.011"	"3634.0"	"0.971"	"0.011"	"3633.667"	"0.977"	"0.006"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.989"	"0.005"	"3633.667"	"0.961"	"0.011"	"3634.0"	"0.973"	"0.007"	"3633.667"	"0.98"	"0.005"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
"0.99"	"0.005"	"3633.667"	"0.959"	"0.012"	"3634.0"	"0.977"	"0.01"	"3633.667"	"0.983"	"0.006"	"3634.0"	"0.0"	"0.0"	"3633.667"	"0.0"	"0.0"	"3634.0"
